"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://www.google.co.uk/maps?saddr=&daddr=52.89275302460308,0.6776986004575747","text/html; charset=UTF-8","302","Found","Non-Indexable","Redirected","1","0.097","https://consent.google.co.uk/ml?continue=https://www.google.co.uk/maps?saddr%3D%26daddr%3D52.89275302460308,0.6776986004575747&gl=GB&m=0&pc=m&uxe=eomtm&cm=2&hl=en&src=1","HTTP Redirect"
"https://www.google.co.uk/maps?saddr=&daddr=52.834591,0.640914","text/html; charset=UTF-8","302","Found","Non-Indexable","Redirected","2","0.066","https://consent.google.co.uk/ml?continue=https://www.google.co.uk/maps?saddr%3D%26daddr%3D52.834591,0.640914&gl=GB&m=0&pc=m&uxe=eomtm&cm=2&hl=en&src=1","HTTP Redirect"
