"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.sowerbysholidaycottages.co.uk/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.min.js?ver=4.0.2","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.017","Thu, 23 Apr 2026 08:00:56 GMT","","","","","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.min.js?ver=4.0.2","2026-05-08 14:17:11"
"https://www.sowerbysholidaycottages.co.uk/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.016","","","","","","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js","2026-05-08 14:17:13"
"https://www.sowerbysholidaycottages.co.uk/wp-content/themes/sowerbys-holiday-cottages/js/jquery-3.3.1.min.js?ver=6.9.4","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.017","Mon, 23 Jan 2023 18:55:45 GMT","","","","","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/wp-content/themes/sowerbys-holiday-cottages/js/jquery-3.3.1.min.js?ver=6.9.4","2026-05-08 14:17:14"
"https://www.sowerbysholidaycottages.co.uk/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=6.1.5","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.058","Sun, 08 Feb 2026 20:15:30 GMT","","","","","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=6.1.5","2026-05-08 14:17:14"
"https://www.sowerbysholidaycottages.co.uk/wp-content/themes/sowerbys-holiday-cottages/js/ajax-search.js?ver=1765113141","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.049","Sun, 07 Dec 2025 13:12:21 GMT","","","","","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/wp-content/themes/sowerbys-holiday-cottages/js/ajax-search.js?ver=1765113141","2026-05-08 14:17:14"
"https://www.sowerbysholidaycottages.co.uk/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.024","Wed, 03 Dec 2025 01:58:57 GMT","","","","","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0","2026-05-08 14:17:15"
"https://www.sowerbysholidaycottages.co.uk/wp-content/themes/sowerbys-holiday-cottages/js/bootstrap.bundle.min.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.053","Mon, 23 Jan 2023 18:55:45 GMT","","","","","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/wp-content/themes/sowerbys-holiday-cottages/js/bootstrap.bundle.min.js","2026-05-08 14:17:15"
"https://www.sowerbysholidaycottages.co.uk/wp-content/plugins/superwp/public/js/superwp-public.js?ver=1.0.0","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.021","Fri, 21 Apr 2023 14:09:09 GMT","","","","","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/wp-content/plugins/superwp/public/js/superwp-public.js?ver=1.0.0","2026-05-08 14:17:15"
"https://www.sowerbysholidaycottages.co.uk/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.1.5","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.061","Sun, 08 Feb 2026 20:15:30 GMT","","","","","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.1.5","2026-05-08 14:17:15"
"https://www.sowerbysholidaycottages.co.uk/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.1.5","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.062","Sun, 08 Feb 2026 20:15:30 GMT","","","","","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.1.5","2026-05-08 14:17:16"
"https://www.sowerbysholidaycottages.co.uk/wp-content/themes/sowerbys-holiday-cottages/js/slick.min.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.022","Mon, 23 Jan 2023 18:55:45 GMT","","","","","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/wp-content/themes/sowerbys-holiday-cottages/js/slick.min.js","2026-05-08 14:17:18"
"https://www.sowerbysholidaycottages.co.uk/wp-content/plugins/instagram-feed/js/sbi-scripts.min.js?ver=6.10.1","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.022","Fri, 20 Mar 2026 13:10:53 GMT","","","","","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/wp-content/plugins/instagram-feed/js/sbi-scripts.min.js?ver=6.10.1","2026-05-08 14:17:18"
